# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 2500, mean observations per image: 1477.504854368932
0 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 5.269690 1 00000.png
1 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00001.png
2 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00002.png
3 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00003.png
4 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00004.png
5 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00005.png
6 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00006.png
7 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00007.png
8 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00008.png
9 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00009.png
10 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00010.png
11 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00011.png
12 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00012.png
13 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00013.png
14 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00014.png
15 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00015.png
16 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00016.png
17 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00017.png
18 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00018.png
19 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00019.png
20 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00020.png
21 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00021.png
22 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00022.png
23 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00023.png
24 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00024.png
25 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00025.png
26 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00026.png
27 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00027.png
28 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00028.png
29 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00029.png
30 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00030.png
31 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00031.png
32 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00032.png
33 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00033.png
34 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00034.png
35 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00035.png
36 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00036.png
37 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00037.png
38 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00038.png
39 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00039.png
40 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00040.png
41 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00041.png
42 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00042.png
43 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00043.png
44 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00044.png
45 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00045.png
46 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00046.png
47 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00047.png
48 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00048.png
49 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00049.png
50 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00050.png
51 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00051.png
52 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00052.png
53 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00053.png
54 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00054.png
55 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00055.png
56 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00056.png
57 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00057.png
58 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00058.png
59 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00059.png
60 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00060.png
61 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00061.png
