# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 40, mean observations per image: 1477.504854368932
57 0.714468 0.699646  0.002177 -0.005021  -0.224419 -0.03972 3.042475  1 00038.png

58 0.714468 0.699646  0.002177 -0.005021  -0.024419 -1.243972 4.042475  1 00039.png

59 0.714468 0.699646  0.002177 -0.005021  -0.024419 -1.743972 4.542475  1 00040.png

60 0.714468 0.699646 -0.005021  0.002177 -0.743972  1.724419 5.042475 1 00041.png

61 0.711501 0.702983 0.015869 0.014501 10.174921 20.514492 59.094650 1 00042.png

62 0.711501 0.702983 0.015869 0.014501 10.000921 20.614492 59.094650 1 00043.png

63 0.711501 0.702983 0.015869 0.014501 9.867921 20.814492 59.094650 1 00044.png

64 0.711501 0.702983 0.015869 0.014501 9.645421 20.879492 59.094650 1 00045.png

65 0.711501 0.702983 0.015869 0.014501 9.610191 20.928567 59.094650 1 00046.png

66 0.711501 0.702983 0.015869 0.014501 9.568191 20.998867 59.094650 1 00047.png

67 0.711501 0.702983 0.015869 0.014501 9.489735 21.182634 59.094650 1 00048.png

68 0.711501 0.702983 0.015869 0.014501 9.417492 21.214492 59.094650 1 00049.png

69 0.711501 0.702983 0.015869 0.014501 9.328942 21.282531 59.094650 1 00050.png

70 0.711501 0.702983 0.015869 0.014501 9.258219 21.351290 59.094650 1 00051.png

71 0.711501 0.702983 0.015869 0.014501 9.202641 21.419253 59.094650 1 00052.png

72 0.711501 0.702983 0.015869 0.014501 9.195312 21.478253 59.094650 1 00053.png

73 0.711501 0.702983 0.015869 0.014501 9.128194 21.518264 59.094650 1 00054.png

74 0.711501 0.702983 0.015869 0.014501 9.078925 21.589273 59.094650 1 00055.png

75 0.711501 0.702983 0.015869 0.014501 8.988264 21.623813 59.094650 1 00056.png

76 0.711501 0.702983 0.015869 0.014501 8.912641 21.689237 59.094650 1 00057.png

77 0.711501 0.702983 0.015869 0.014501 8.856192 21.715623 59.094650 1 00058.png

78 0.711501 0.702983 0.015869 0.014501 8.817942 21.782741 59.094650 1 00059.png

79 0.711501 0.702983 0.015869 0.014501 8.792649 21.816283 59.094650 1 00060.png

80 0.711501 0.702983 0.015869 0.014501 8.719732 21.889021 59.094650 1 00061.png

81 0.711501 0.702983 0.015869 0.014501 8.689253 21.916725 59.094650 1 00062.png

82 0.711501 0.702983 0.015869 0.014501 8.615724 22.078253 59.094650 1 00063.png

83 0.711501 0.702983 0.015869 0.014501 8.575724 22.158253 59.094650 1 00064.png

84 0.711501 0.702983 0.015869 0.014501 8.505724 22.210782 59.094650 1 00065.png

85 0.711501 0.702983 0.015869 0.014501 8.495172 22.319825 59.094650 1 00066.png

86 0.711501 0.702983 0.015869 0.014501 8.351823 22.457156 59.094650 1 00067.png

87 0.711501 0.702983 0.015869 0.014501 8.289167 22.567152 59.094650 1 00068.png

88 0.711501 0.702983 0.015869 0.014501 8.182734 22.672635 59.094650 1 00069.png

89 0.711501 0.702983 0.015869 0.014501 8.098742 22.716253 59.094650 1 00070.png

90 0.711501 0.702983 0.015869 0.014501 7.952681 22.821827 59.094650 1 00071.png

91 0.711501 0.702983 0.015869 0.014501 7.819284 22.928773 59.094650 1 00072.png

92 0.711501 0.702983 0.015869 0.014501 7.718273 23.872531 59.094650 1 00073.png

93 0.711501 0.702983 0.015869 0.014501 7.672834 23.982634 59.094650 1 00074.png

94 0.711501 0.702983 0.015869 0.014501 7.567234 24.827634 59.094650 1 00075.png

95 0.711501 0.702983 0.015869 0.014501 7.468293 24.916273 59.094650 1 00076.png

96 0.711501 0.702983 0.015869 0.014501 7.378263 25.129443 59.094650 1 00077.png

97 0.711501 0.702983 0.015869 0.014501 7.218946 25.281932 59.094650 1 00078.png

98 0.711501 0.702983 0.015869 0.014501 7.189274 25.398260 59.094650 1 00079.png

99 0.711501 0.702983 0.015869 0.014501 7.092736 25.478251 59.094650 1 00080.png

100 0.711501 0.702983 0.015869 0.014501 6.918273 25.562817 59.094650 1 00081.png

102 0.711501 0.702983 0.015869 0.014501 6.819474 25.672513 59.094650 1 00082.png

103 0.711501 0.702983 0.015869 0.014501 6.726382 25.719284 59.094650 1 00083.png

104 0.711501 0.702983 0.015869 0.014501 6.647289 25.836092 59.094650 1 00084.png

105 0.711501 0.702983 0.015869 0.014501 6.578923 25.934701 59.094650 1 00085.png

106 0.711501 0.702983 0.015869 0.014501 6.492843 26.059452 59.094650 1 00086.png

107 0.711501 0.702983 0.015869 0.014501 6.376912 26.138926 59.094650 1 00087.png

108 0.711501 0.702983 0.015869 0.014501 6.256819 26.240364 59.094650 1 00088.png

109 0.711501 0.702983 0.015869 0.014501 6.178253 26.367253 59.094650 1 00089.png

110 0.711501 0.702983 0.015869 0.014501 6.089263 26.436854 59.094650 1 00090.png

111 0.711501 0.702983 0.015869 0.014501 5.956826 26.579284 59.094650 1 00091.png

112 0.711501 0.702983 0.015869 0.014501 5.846273 26.638912 59.094650 1 00092.png

113 0.711501 0.702983 0.015869 0.014501 5.729384 26.712948 59.094650 1 00093.png

114 0.711501 0.702983 0.015869 0.014501 5.681923 26.819273 59.094650 1 00094.png

115 0.711501 0.702983 0.015869 0.014501 5.517284 26.945273 59.094650 1 00095.png

116 0.711501 0.702983 0.015869 0.014501 5.427384 27.018274 59.094650 1 00096.png

117 0.711501 0.702983 0.015869 0.014501 5.382936 27.162837 59.094650 1 00097.png

118 0.711501 0.702983 0.015869 0.014501 5.273847 27.273846 59.094650 1 00098.png

119 0.711501 0.702983 0.015869 0.014501 5.182934 27.378294 59.094650 1 00099.png

120 0.711501 0.702983 0.015869 0.014501 5.038296 27.462738 59.094650 1 00100.png

121 0.711501 0.702983 0.015869 0.014501 4.928374 27.556281 59.094650 1 000101.png

122 0.711501 0.702983 0.015869 0.014501 4.829374 27.628394 59.094650 1 000102.png

123 0.711501 0.702983 0.015869 0.014501 4.728394 27.719284 59.094650 1 000103.png

124 0.711501 0.702983 0.015869 0.014501 4.628398 27.899827 59.094650 1 000104.png

125 0.711501 0.702983 0.015869 0.014501 4.528374 27.918274 59.094650 1 000105.png

126 0.711501 0.702983 0.015869 0.014501 4.482937 28.018264 59.094650 1 000106.png

127 0.711501 0.702983 0.015869 0.014501 4.327394 28.189263 59.094650 1 000107.png

128 0.711501 0.702983 0.015869 0.014501 4.238437 28.239184 59.094650 1 000108.png

129 0.711501 0.702983 0.015869 0.014501 4.150293 28.317283 59.094650 1 000109.png

130 0.711501 0.702983 0.015869 0.014501 4.037283 28.427834 59.094650 1 000110.png

131 0.711501 0.702983 0.015869 0.014501 3.938274 28.581927 59.094650 1 000111.png

132 0.711501 0.702983 0.015869 0.014501 3.829183 28.638274 59.094650 1 000112.png

133 0.711501 0.702983 0.015869 0.014501 3.728193 28.719284 59.094650 1 000113.png

134 0.711501 0.702983 0.015869 0.014501 3.619284 28.876018 59.094650 1 000114.png

135 0.711501 0.702983 0.015869 0.014501 3.552943 28.909245 59.094650 1 000115.png

136 0.711501 0.702983 0.015869 0.014501 3.482934 29.019284 59.094650 1 000116.png

137 0.711501 0.702983 0.015869 0.014501 3.372845 29.102945 59.094650 1 000117.png

138 0.711501 0.702983 0.015869 0.014501 3.252943 29.219245 59.094650 1 000118.png

139 0.711501 0.702983 0.015869 0.014501 3.183943 29.309245 59.094650 1 000119.png

140 0.711501 0.702983 0.015869 0.014501 3.052943 29.409245 59.094650 1 000120.png

141 0.711501 0.702983 0.015869 0.014501 2.952943 29.542942 59.094650 1 000121.png

142 0.711501 0.702983 0.015869 0.014501 2.829384 29.672836 59.094650 1 000122.png

143 0.711501 0.702983 0.015869 0.014501 2.719274 29.719284 59.094650 1 000123.png

144 0.711501 0.702983 0.015869 0.014501 2.618273 29.819284 59.094650 1 000124.png

145 0.711501 0.702983 0.015869 0.014501 2.582934 29.918274 59.094650 1 000125.png

146 0.711501 0.702983 0.015869 0.014501 2.452943 30.018375 59.094650 1 000126.png

147 0.711501 0.702983 0.015869 0.014501 2.329387 30.102947 59.094650 1 000127.png

148 0.711501 0.702983 0.015869 0.014501 2.229387 30.202947 59.094650 1 000128.png

149 0.711501 0.702983 0.015869 0.014501 2.102846 30.349284 59.094650 1 000129.png

150 0.711501 0.702983 0.015869 0.014501 2.018274 30.401824 59.094650 1 000130.png

151 0.711501 0.702983 0.015869 0.014501 1.952742 30.572642 59.094650 1 000131.png

152 0.711501 0.702983 0.015869 0.014501 1.827493 30.618274 59.094650 1 000132.png

153 0.711501 0.702983 0.015869 0.014501 1.729364 30.781937 59.094650 1 000133.png

154 0.711501 0.702983 0.015869 0.014501 1.628375 30.829375 59.094650 1 000134.png

155 0.711501 0.702983 0.015869 0.014501 1.528347 30.928375 59.094650 1 000135.png

